Title,Player,Card Number,Set,Manufacturer,Season,League,Features,Images,Market Avg (eBay 90d USD),Last Sold Raw (USD),Last Sold Raw Title,Last Sold Raw URL,Last Sold Raw Ended,Team,id,sport,year,set,subset,card_number,player,team,league,parallel,insert,rookie,autograph,serial_number,grade,condition,quantity,purchase_price,value,currency,notes,image,image_back,source,timestamp,Custom label (SKU),Notes
2023-24 Panini Select Premier League 15 Emiliano Martinez Red,Emiliano Martinez,15,Panini Select Premier League,Panini,2023-24,Premier League,Red,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-45_0009_Layer%203.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-45_0003_Layer%209.jpg,,,,,,Aston Villa,c_4eb8b8c5,,2023.0,Panini Select Premier League,,15,Emiliano Martinez,Aston Villa,Premier League,,,,,,,raw,2.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-45_0009_Layer%203.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-45_0003_Layer%209.jpg,,2026-02-04T01:59:04.879Z,,
2024-25 Panini Donruss FIFA Enzo Fernandez Zero Gravity,Enzo Fernandez,21,Panini Donruss FIFA,Panini,2024-25,Premier League,Zero Gravity,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-19_0006_Layer%20162.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-19_0000_Layer%20168.jpg,,,,,,Argentina,c_83b1eae5,,2024.0,Panini Donruss FIFA,,21,Enzo Fernandez,Argentina,Premier League,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-19_0006_Layer%20162.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-19_0000_Layer%20168.jpg,,2026-02-04T01:59:04.876Z,,
2022 UEFA Mohamed Daramy #81 Icy Aqua Foil,Mohamed Daramy,81,2022 Topps UEFA Club Competitions,Topps,2022,UEFA,Icy Aqua Foil,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-41_0002_Layer%204.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-42_0000_Layer%2010.jpg,,,,,,Reims (on loan from Ajax),c_8b509603,,2022.0,2022 Topps UEFA Club Competitions,,81,Mohamed Daramy,Reims (on loan from Ajax),UEFA,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-41_0002_Layer%204.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-42_0000_Layer%2010.jpg,,2026-02-04T01:59:04.880Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions 147 Enzo Fernandez Aqua Prism Refractor,Enzo Fernández,147,Topps Merlin,Topps,2022-23,UEFA Club Competitions,RC,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-59_0006_Layer%2063.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-59_0000_Layer%2069.jpg,,,,,,Chelsea,c_374b5c16,,2022.0,Topps Merlin,,147,Enzo Fernández,Chelsea,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-59_0006_Layer%2063.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-59_0000_Layer%2069.jpg,,2026-02-04T01:59:04.876Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions 123 Mohamed Ali Cho Aqua Prism Refractor,Mohamed Ali Cho,123,Topps Merlin,Topps,2022-23,UEFA Club Competitions,RC,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0007_Layer%2020.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0001_Layer%2026.jpg,,,,,,Nice,c_e87e9f50,,2022.0,Topps Merlin,,123,Mohamed Ali Cho,Nice,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0007_Layer%2020.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0001_Layer%2026.jpg,,2026-02-04T01:59:04.877Z,,
2024 Topps Finest MLS 100 Riqui Puig Refractor,Riqui Puig,100,Topps Finest MLS,Topps,2024,MLS,Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-16_0010_Layer%20133.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-16_0004_Layer%20139.jpg,,,,,,LA Galaxy,c_5f3bca69,,2024.0,Topps Finest MLS,,100,Riqui Puig,LA Galaxy,MLS,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-16_0010_Layer%20133.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-16_0004_Layer%20139.jpg,,2026-02-04T01:59:04.879Z,,
2024-25 Panini Donruss FIFA #96 Erling Haaland Optic Prizm Manchester City,Erling Haaland,96,Panini Donruss,Panini,2024-2025,Premier League,Optic,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6_0000_Layer%2013.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0002_Layer%2017.jpg,,,,,,Manchester City,c_9eee9a22,,2024.0,Panini Donruss,,96,Erling Haaland,Manchester City,Premier League,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6_0000_Layer%2013.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0002_Layer%2017.jpg,,2026-02-04T01:59:04.878Z,,
2024 Finest MLS Maya Yoshida #264 Oil Spill Refractor,Maya Yoshida,264,2024 Topps Finest MLS,Topps,2024,MLS,Oil Spill Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/oilspills_0000_Layer%208.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/oilspills_0005_Layer%203.jpg,,,,,,LA Galaxy,c_be24fb64,,2024.0,2024 Topps Finest MLS,,264,Maya Yoshida,LA Galaxy,MLS,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/oilspills_0000_Layer%208.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/oilspills_0005_Layer%203.jpg,,2026-02-04T01:59:04.879Z,,
2024-25 Topps UEFA Club Competitions #9 Erling Haaland Manchester City NM-MT,Erling Haaland,9,Topps UEFA,Topps,2024-2025,Premier League,Base,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6_0003_Layer%2010.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0003_Layer%2016.jpg,,,,,,Manchester City,c_7c6d5d26,,2024.0,Topps UEFA,,9,Erling Haaland,Manchester City,Premier League,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6_0003_Layer%2010.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0003_Layer%2016.jpg,,2026-02-04T01:59:04.878Z,,
2023-24 Topps Stadium Club Chrome UEFA #69 Mauro Icardi Galatasaray,Mauro Icardi,69,Topps Stadium Club Chrome,Topps,2023-24,Ligue 1,Base,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0006_Layer%2099.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0000_Layer%20105.jpg,,,,,,Paris Saint-Germain F.C.,c_22342eeb,,2023.0,Topps Stadium Club Chrome,,69,Mauro Icardi,Paris Saint-Germain F.C.,Ligue 1,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0006_Layer%2099.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0000_Layer%20105.jpg,,2026-02-04T01:59:04.879Z,,
2024 Topps Finest MLS Riqui Puig Neon Green Refractor /99 LA Galaxy,Riqui Puig,202,Topps Finest MLS,Topps,2024-25,MLS,Neon Green Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0006_Layer%2086.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-16_0003_Layer%20140.jpg,,,,,,LA Galaxy,c_507cdec6,,2024.0,Topps Finest MLS,,202,Riqui Puig,LA Galaxy,MLS,,,,,,,raw,2.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0006_Layer%2086.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-16_0003_Layer%20140.jpg,,2026-02-04T01:59:04.879Z,,
2023-24 Panini Select Premier League 13 Matty Cash Red Ice,Matty Cash,13,Panini Select Premier League,Panini,2023-24,Premier League,Red Ice,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0022_Layer%2026.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0016_Layer%2032.jpg,,,,,,Aston Villa,c_66dc1717,,2023.0,Panini Select Premier League,,13,Matty Cash,Aston Villa,Premier League,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0022_Layer%2026.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0016_Layer%2032.jpg,,2026-02-04T01:59:04.879Z,,
2024 Panini Prizm Conmebol Copa America New Era 25 Facundo Buonanotte,Facundo Buonanotte,25,Panini Prizm,Panini,2024,Copa America,RC,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-57_0008_Layer%2048.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-57_0000_Layer%2056.jpg,,,,,,Brighton & Hove Albion,c_b3d5cb63,,2024.0,Panini Prizm,,25,Facundo Buonanotte,Brighton & Hove Albion,Copa America,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-57_0008_Layer%2048.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-57_0000_Layer%2056.jpg,,2026-02-04T01:59:04.878Z,,
2023-24 Topps Merlin UEFA Club Competitions 30 Facundo Buonanotte Rose Gold Shimmer,Facundo Buonanotte,30,Topps Merlin,Topps,2023-24,UEFA Club Competitions,RC,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-60_0006_Layer%2075.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-60_0000_Layer%2081.jpg,,,,,,Brighton & Hove Albion,c_8db25ec8,,2023.0,Topps Merlin,,30,Facundo Buonanotte,Brighton & Hove Albion,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-60_0006_Layer%2075.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-60_0000_Layer%2081.jpg,,2026-02-04T01:59:04.878Z,,
2024 Topps Finest MLS 211 Ryan Gauld Oil Spill Refractor,Ryan Gauld,211,Topps Finest MLS,Topps,2024,MLS,Oil Spill Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-14_0006_Layer%20124.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-14_0000_Layer%20130.jpg,,,,,,Vancouver Whitecaps,c_1286b17a,,2024.0,Topps Finest MLS,,211,Ryan Gauld,Vancouver Whitecaps,MLS,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-14_0006_Layer%20124.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-14_0000_Layer%20130.jpg,,2026-02-04T01:59:04.879Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions 75 Issa Kabore Aqua Prism Refractor,Issa Kabore,75,Topps Merlin,Topps,2022-23,UEFA Club Competitions,RC,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-50_0007_Layer%2021.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-50_0001_Layer%2027.jpg,,,,,,Luton Town,c_eb027bbf,,2022.0,Topps Merlin,,75,Issa Kabore,Luton Town,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-50_0007_Layer%2021.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-50_0001_Layer%2027.jpg,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Merlin UEFA Club Competitions 75 Jack Grealish Green Mojo,Jack Grealish,75,Topps Merlin,Topps,2023-24,UEFA Club Competitions,"Green, Mojo",https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-56_0010_Layer%2034.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-56_0004_Layer%2040.jpg,,,,,,Manchester City,c_d1efd4fc,,2023.0,Topps Merlin,,75,Jack Grealish,Manchester City,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-56_0010_Layer%2034.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-56_0004_Layer%2040.jpg,,2026-02-04T01:59:04.876Z,,
2024 Topps Finest MLS Finest Dominators DO1 Lionel Messi,Lionel Messi,1,Topps Finest MLS,Topps,2023-2024,MLS,Dominators,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-4_0002_Layer%204.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0002_Layer%205.jpg,,,,,,Inter Miami CF,c_466d68a7,,2023.0,Topps Finest MLS,,1,Lionel Messi,Inter Miami CF,MLS,,,,,,,raw,2.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-4_0002_Layer%204.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0002_Layer%205.jpg,,2026-02-04T01:59:04.876Z,,
2023-24 Topps Stadium Club Chrome UEFA Kang-in Lee Green Refractor,Kang-in Lee,51,Topps Stadium Club Chrome UEFA,Topps,2024,Ligue 1,Green Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-13_0010_Layer%20108.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-13_0004_Layer%20114.jpg,,,,,,Paris Saint-Germain F.C.,c_26f68dd,,2024.0,Topps Stadium Club Chrome UEFA,,51,Kang-in Lee,Paris Saint-Germain F.C.,Ligue 1,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-13_0010_Layer%20108.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-13_0004_Layer%20114.jpg,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Stadium Club Chrome UEFA Kang-in Lee Fully Charged,Kang-in Lee,FCKIL,Topps Stadium Club Chrome UEFA,Topps,2024,Ligue 1,Fully Charged,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-13_0009_Layer%20109.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-13_0003_Layer%20115.jpg,,,,,,Paris Saint-Germain F.C.,c_7d86d996,,2024.0,Topps Stadium Club Chrome UEFA,,FCKIL,Kang-in Lee,Paris Saint-Germain F.C.,Ligue 1,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-13_0009_Layer%20109.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-13_0003_Layer%20115.jpg,,2026-02-04T01:59:04.877Z,,
2024 Topps Finest MLS Santiago Rodriguez,Santiago Rodriguez,FD14,Topps Finest MLS,Topps,2024,MLS,-,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-21_0006_Layer%20175.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-21_0000_Layer%20181.jpg,,,,,,New York City FC,c_ef9b0b87,,2024.0,Topps Finest MLS,,FD14,Santiago Rodriguez,New York City FC,MLS,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-21_0006_Layer%20175.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-21_0000_Layer%20181.jpg,,2026-02-04T01:59:04.879Z,,
2024 Finest MLS Seattle Sounders #TL25 Team Logo Patch,Seattle Sounders FC,TL25,2024 Topps Finest MLS,Topps,2024,MLS,Team Logo,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/firstin%20_0020_Layer%2014.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/firstin%20_0011_Layer%2029.jpg,,,,,,Seattle Sounders FC,c_6af9e36e,,2024.0,2024 Topps Finest MLS,,TL25,Seattle Sounders FC,Seattle Sounders FC,MLS,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/firstin%20_0020_Layer%2014.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/firstin%20_0011_Layer%2029.jpg,,2026-02-04T01:59:04.880Z,,
2024 Topps Finest MLS 94 Lewis Morgan Checkerboard,Lewis Morgan,94,Topps Finest MLS,Topps,2024,MLS,Checkerboard,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-12_0008_Layer%2098.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-12_0002_Layer%20104.jpg,,,,,,New York Red Bulls,c_fa8ba394,,2024.0,Topps Finest MLS,,94,Lewis Morgan,New York Red Bulls,MLS,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-12_0008_Layer%2098.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-12_0002_Layer%20104.jpg,,2026-02-04T01:59:04.879Z,,
2023-24 Panini Select Premier League 73 Lewis Miley Red Ice,Lewis Miley,73,Panini Select,Panini,2023-24,Premier League,RC,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/sportscards4_0007_Layer%2012.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/sportscards4_0001_Layer%2018.jpg,,,,,,Manchester City,c_be8b1f30,,2023.0,Panini Select,,73,Lewis Miley,Manchester City,Premier League,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/sportscards4_0007_Layer%2012.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/sportscards4_0001_Layer%2018.jpg,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Chrome UEFA Club Competitions Wonderkids WK8 Karim Konate,Karim Konaté,WK8,Topps Chrome,Topps,2023-24,UEFA Club Competitions,RC,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/sportscards6_0011_Layer%2021.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/sportscards6_0005_Layer%2028.jpg,,,,,,RB Salzburg,c_4443f181,,2023.0,Topps Chrome,,WK8,Karim Konaté,RB Salzburg,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/sportscards6_0011_Layer%2021.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/sportscards6_0005_Layer%2028.jpg,,2026-02-04T01:59:04.878Z,,
2024 Finest MLS Kei Kamara #299 Oil Spill Refractor,Kei Kamara,299,2024 Topps Finest MLS,Topps,2024,MLS,Oil Spill Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/oilspills_0001_Layer%207.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/oilspills_0004_Layer%204.jpg,,,,,,Free Agent (Last: Chicago Fire),c_8931e2b5,,2024.0,2024 Topps Finest MLS,,299,Kei Kamara,Free Agent (Last: Chicago Fire),MLS,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/oilspills_0001_Layer%207.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/oilspills_0004_Layer%204.jpg,,2026-02-04T01:59:04.879Z,,
